Restaurant,Review,Sentiment,Processed_Tokens,Processed_Text,SWN_Positive,SWN_Negative,SWN_Objective
Al Saba Restaurant,not good,0,"['not', 'good']",not good,0.0,0.625,0.375
Shree Santosh Dhaba Family Restaurant,mast,1,['mast'],mast,0.0,0.0,1.0
Cream Stone,"Do I have to write something about this? Ofcourse, all of us love it. I especially love their Alphonso mango 😋. Really like their nutella brownie as well.",1,"['write', 'something', 'ofcourse', 'u', 'love', 'especially', 'love', 'alphonso', 'mango', 'facesavoringfood', 'really', 'like', 'nutella', 'brownie', 'well']",write something ofcourse u love especially love alphonso mango facesavoringfood really like nutella brownie well,0.12013281601439497,0.021441070625281153,0.8584261133603239
American Wild Wings,"*Visit By Invite*

Located in a buzy spot, this joint has definitely some good food to offer.

We tried a host of items from the menu. Starting off with Chicken Nuggets which were the show stopper. Next up we had Chicken wings, which to be honest didn't excite us too much apart from the barbeque chicken wings.

Fried Chicken burger had a tender and juicy patty served along some good french fries. Chicken popcorn were a major disappointment and the raw material used didn't look fresh. Chicken drumsticks gave nice visual as well as taste appeal. To keep the show running, we had caesar salad on the side which definetly requires a revamp and the joint can play with salad dressings, spices rather than having it served just with mayo.

In the end, we had Biryani which gets served under the brand of Fireblast Biryani. This biryani has still a long way to go and in order to beat the best of Biryani's in town need some more experiments with flavors.

While food here is decent, the ambiance requires immideat attention. The entrace was cluttered and the back of counter was clogged with unwanted items. A bit of touch up in both food and ambiance can turn this into a 5 star rating experience. #TheWandererFoodies

thewandererfoodies.wordpress.com",1,"['visit', 'invite', 'locate', 'buzy', 'spot', 'joint', 'definitely', 'good', 'food', 'offer', 'try', 'host', 'item', 'menu', 'start', 'chicken', 'nugget', 'show', 'stopper', 'next', 'chicken', 'wing', 'honest', 'didnt', 'excite', 'u', 'much', 'apart', 'barbeque', 'chicken', 'wing', 'fry', 'chicken', 'burger', 'tender', 'juicy', 'patty', 'serve', 'along', 'good', 'french', 'fry', 'chicken', 'popcorn', 'major', 'disappointment', 'raw', 'material', 'use', 'didnt', 'look', 'fresh', 'chicken', 'drumstick', 'give', 'nice', 'visual', 'well', 'taste', 'appeal', 'keep', 'show', 'run', 'caesar', 'salad', 'side', 'definetly', 'require', 'revamp', 'joint', 'play', 'salad', 'dressing', 'spice', 'rather', 'serve', 'mayo', 'end', 'biryani', 'get', 'serve', 'brand', 'fireblast', 'biryani', 'biryani', 'still', 'long', 'way', 'go', 'order', 'beat', 'best', 'biryani', 'town', 'need', 'experiment', 'flavor', 'food', 'decent', 'ambiance', 'require', 'immideat', 'attention', 'entrace', 'clutter', 'back', 'counter', 'clog', 'unwanted', 'item', 'bit', 'touch', 'food', 'ambiance', 'turn', 'star', 'rating', 'experience', 'thewandererfoodies', 'thewandererfoodieswordpresscom']",visit invite locate buzy spot joint definitely good food offer try host item menu start chicken nugget show stopper next chicken wing honest didnt excite u much apart barbeque chicken wing fry chicken burger tender juicy patty serve along good french fry chicken popcorn major disappointment raw material use didnt look fresh chicken drumstick give nice visual well taste appeal keep show run caesar salad side definetly require revamp joint play salad dressing spice rather serve mayo end biryani get serve brand fireblast biryani biryani still long way go order beat best biryani town need experiment flavor food decent ambiance require immideat attention entrace clutter back counter clog unwanted item bit touch food ambiance turn star rating experience thewandererfoodies thewandererfoodieswordpresscom,0.02909012026871758,0.03356337410395847,0.9373465056273242
Diners Pavilion,"Nice ambience.
Hospitable staff.
Great food.

We had North Indian and Italian with a few drinks.

Everything was just awesome.

Really liked it.",1,"['nice', 'ambience', 'hospitable', 'staff', 'great', 'food', 'north', 'indian', 'italian', 'drink', 'everything', 'awesome', 'really', 'like']",nice ambience hospitable staff great food north indian italian drink everything awesome really like,0.10402496626180838,0.017602901484480432,0.8783721322537111
Pakwaan Grand,Not so polite staff. Many things that we wanted to have were not available. Except Biryani everything was not so good. Don't try double ka meetha,0,"['not', 'polite', 'staff', 'many', 'thing', 'want', 'not', 'available', 'except', 'biryani', 'everything', 'not', 'good', 'dont', 'try', 'double', 'ka', 'meetha']",not polite staff many thing want not available except biryani everything not good dont try double ka meetha,0.015234667866246812,0.125454840805718,0.8593104913280352
Zing's Northeast Kitchen,"Had the misfortune of visiting this place on New Years Day. We were given the run around with the table, then it took them 30 mins to take our order only to forget all about it. After an hour of reaching the place we realise the food isn’t even ready.

Not even an apology. Thoroughly disappointed.",0,"['misfortune', 'visit', 'place', 'new', 'year', 'day', 'give', 'run', 'around', 'table', 'take', 'min', 'take', 'order', 'forget', 'hour', 'reach', 'place', 'realise', 'food', 'isnt', 'even', 'ready', 'not', 'even', 'apology', 'thoroughly', 'disappointed']",misfortune visit place new year day give run around table take min take order forget hour reach place realise food isnt even ready not even apology thoroughly disappointed,0.03641727836867905,0.07928364787447979,0.8842990737568411
Faasos,"Navratri Special Thali was the one I tried this Navratri as a food tasting session.I just loved the food and the thali.

It's a must try as it was absolutely filling as well as delicious.

It was a satvik thali which means without onion and garlic used.Still had two stuff parathas made of kuttu ka aata, paneer ki sabzi, sabudana kheer.

Packing was perfect!

Highly Recommended",1,"['navratri', 'special', 'thali', 'one', 'try', 'navratri', 'food', 'taste', 'sessioni', 'love', 'food', 'thali', 'must', 'try', 'absolutely', 'fill', 'well', 'delicious', 'satvik', 'thali', 'mean', 'without', 'onion', 'garlic', 'usedstill', 'two', 'stuff', 'parathas', 'make', 'kuttu', 'ka', 'aata', 'paneer', 'ki', 'sabzi', 'sabudana', 'kheer', 'pack', 'perfect', 'highly', 'recommend']",navratri special thali one try navratri food taste sessioni love food thali must try absolutely fill well delicious satvik thali mean without onion garlic usedstill two stuff parathas make kuttu ka aata paneer ki sabzi sabudana kheer pack perfect highly recommend,0.07888853073898001,0.02163207273298049,0.8994793965280395
Pista House,"Worst quality and more oily. Rice quantity is less and pices are more.

Rice quality is also not good. Fully desi pointed .

I won’t refer to anyone",0,"['bad', 'quality', 'oily', 'rice', 'quantity', 'less', 'pices', 'rice', 'quality', 'also', 'not', 'good', 'fully', 'desi', 'pointed', 'wont', 'refer', 'anyone']",bad quality oily rice quantity less pices rice quality also not good fully desi pointed wont refer anyone,0.04845467032967033,0.03671328671328671,0.9148320429570428
GD's,"One of the best innovative burger 🍔 concept.
The first bite when I had it was like how come I missed this kind of taste. Awesome must try cheers. I go with mercury burger 🍔 as I am a cheese 🧀 lover. 👌🏻",1,"['one', 'best', 'innovative', 'burger', 'hamburger', 'concept', 'first', 'bite', 'like', 'come', 'miss', 'kind', 'taste', 'awesome', 'must', 'try', 'cheer', 'go', 'mercury', 'burger', 'hamburger', 'cheese', 'cheesewedge', 'lover', 'okhandlightskintone']",one best innovative burger hamburger concept first bite like come miss kind taste awesome must try cheer go mercury burger hamburger cheese cheesewedge lover okhandlightskintone,0.03149175690294111,0.03596320528886319,0.9325450378081958
Diners Pavilion,"One of the best place to have biryani in gachibowli.
Biryani is best here. Service is good.
Good thing is you can get 1+1 on food here. Enjoy the great food",1,"['one', 'best', 'place', 'biryani', 'gachibowli', 'biryani', 'best', 'service', 'good', 'good', 'thing', 'get', 'food', 'enjoy', 'great', 'food']",one best place biryani gachibowli biryani best service good good thing get food enjoy great food,0.061665295639173355,0.021429182874229315,0.9169055214865972
Hyderabadi Daawat,"Food doesn't taste good , zomato delivers spoiled food and they take days long to resolve it . agent has to be assigned he has to take over the issue and then escalate all shit process goes on.,......",0,"['food', 'doesnt', 'taste', 'good', 'zomato', 'delivers', 'spoil', 'food', 'take', 'day', 'long', 'resolve', 'agent', 'assign', 'take', 'issue', 'escalate', 'shit', 'process', 'go']",food doesnt taste good zomato delivers spoil food take day long resolve agent assign take issue escalate shit process go,0.02061037427484796,0.02614917100443416,0.9532404547207178
Hyderabad Chefs,"Very bad
Don’t have rice quality
Not cooked rice",0,"['bad', 'dont', 'rice', 'quality', 'not', 'cook', 'rice']",bad dont rice quality not cook rice,0.06364035087719298,0.08776315789473683,0.8485964912280703
Desi Bytes,received incomplete order,0,"['receive', 'incomplete', 'order']",receive incomplete order,0.0516025641025641,0.0,0.9483974358974359
Dine O China,poor quality,0,"['poor', 'quality']",poor quality,0.3,0.0,0.7
Pot Pourri,"Best restuarent near DLF and nanakramaguda.
Quantity is good and quality is best.
For pure veggies kaju pulav and paneer pulav are best options and really enjoyable",1,"['best', 'restuarent', 'near', 'dlf', 'nanakramaguda', 'quantity', 'good', 'quality', 'best', 'pure', 'veggie', 'kaju', 'pulav', 'paneer', 'pulav', 'best', 'option', 'really', 'enjoyable']",best restuarent near dlf nanakramaguda quantity good quality best pure veggie kaju pulav paneer pulav best option really enjoyable,0.09473755656108597,0.026062782805429865,0.8791996606334841
Labonel,Very poor store management. Ordered for an eggless cake on Friday 05th May 2017 and they confirmed my order. Before the pickup I just called them to check if the cake is ready and they simply say there is no order on my name at all. This is pure irresponsibility on the part of Labonel Gachibowli. Thank you for spoiling my day.,0,"['poor', 'store', 'management', 'order', 'eggless', 'cake', 'friday', 'th', 'may', 'confirm', 'order', 'pickup', 'call', 'check', 'cake', 'ready', 'simply', 'say', 'no', 'order', 'name', 'pure', 'irresponsibility', 'part', 'labonel', 'gachibowli', 'thank', 'spoiling', 'day']",poor store management order eggless cake friday th may confirm order pickup call check cake ready simply say no order name pure irresponsibility part labonel gachibowli thank spoiling day,0.04413636517803184,0.03917966806855695,0.9166839667534112
Tempteys,"Definitely a good place for the milkshakes and some munchies.

Personally i liked choco coffee hut and crunchy almond feast and the milkshakes feel so good with french fries and potato wedges.

Service is so friendly and quick, even the place feels so comfortable just go and grab a shake to get your self relaxed.",1,"['definitely', 'good', 'place', 'milkshake', 'munchies', 'personally', 'like', 'choco', 'coffee', 'hut', 'crunchy', 'almond', 'feast', 'milkshake', 'feel', 'good', 'french', 'fry', 'potato', 'wedge', 'service', 'friendly', 'quick', 'even', 'place', 'feel', 'comfortable', 'go', 'grab', 'shake', 'get', 'self', 'relaxed']",definitely good place milkshake munchies personally like choco coffee hut crunchy almond feast milkshake feel good french fry potato wedge service friendly quick even place feel comfortable go grab shake get self relaxed,0.04679805148555149,0.012741274928774927,0.9404606735856736
